Student_ID,Age,Gender,City,Education_Level,Employment_Status,Course_Name,Course_Category,Course_Fee_INR,Device_Used,Enrollment_Date,Time_Spent_Hours,Videos_Watched,Assignments_Submitted,Quiz_Score,Login_Frequency_Per_Month,Completion_Status,Certificate_Earned,Course_Rating,Feedback_Sentiment
STU0764,30,Female,Ahmedabad,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,15-01-2024,36,14,3,30,8,Dropped,No,,Negative
STU0765,32,Female,Ahmedabad,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,12-03-2023,33,34,12,43,19,Dropped,No,,Negative
STU0766,38,Female,Ahmedabad,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,02-06-2024,31,46,16,86,3,Dropped,No,,Neutral
STU0767,33,Male,Delhi,Bachelor's,Freelancer,Power BI Masterclass,BI Tools,3499,Desktop,25-10-2024,21,37,15,49,5,Dropped,No,,Negative
STU0768,39,Male,Mumbai,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,16-12-2023,27,32,8,89,3,Dropped,No,,Negative
STU0769,38,Female,Pune,PhD,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,13-01-2023,91,13,0,85,15,Completed,Yes,4.9,Positive
STU0770,28,Male,Bangalore,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Mobile,06-03-2024,72,47,14,80,14,Completed,Yes,4,Positive
STU0771,22,Male,Chennai,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,16-05-2024,101,0,11,97,21,Completed,Yes,4.7,Positive
STU0772,21,Male,Delhi,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,19-04-2023,62,48,4,60,15,Completed,Yes,3.1,Positive
STU0773,20,Male,Hyderabad,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,19-03-2024,96,25,17,70,24,Completed,Yes,4.6,Positive
STU0774,36,Female,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,06-01-2024,26,7,19,63,17,Dropped,No,,Negative
STU0775,37,Female,Mumbai,High School,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,12-10-2024,66,49,1,32,18,Completed,Yes,3.1,Neutral
STU0776,42,Female,Delhi,Master's,Student,Business Intelligence,BI Tools,4499,Mobile,15-04-2024,12,15,3,31,2,Dropped,No,,Negative
STU0777,35,Female,Kolkata,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,06-06-2023,22,37,14,28,12,Dropped,No,,Negative
STU0778,32,Male,Kolkata,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,21-03-2024,17,9,5,67,16,Dropped,No,,Negative
STU0779,26,Male,Pune,Master's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,30-06-2023,7,41,11,68,4,Dropped,No,,Negative
STU0780,34,Female,Pune,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,18-06-2024,107,36,17,72,25,Completed,Yes,3,Neutral
STU0781,31,Male,Mumbai,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,28-10-2024,68,25,19,75,2,Dropped,No,,Negative
STU0782,32,Female,Mumbai,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,04-10-2023,37,27,3,59,28,Completed,Yes,3.3,Neutral
STU0783,18,Female,Pune,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,22-09-2024,38,11,0,43,14,Dropped,No,,Negative
STU0784,38,Male,Chennai,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,05-07-2024,96,19,14,91,11,Completed,Yes,4.3,Positive
STU0785,39,Female,Chennai,Master's,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,10-05-2024,11,48,17,52,13,Dropped,No,,Negative
STU0786,39,Female,Delhi,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,21-04-2024,1,13,13,42,28,Dropped,No,,Negative
STU0787,20,Female,Hyderabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,22-03-2024,25,45,2,96,25,Completed,Yes,3.1,Positive
STU0788,33,Male,Delhi,Master's,Student,Data Science with Python,Data Analytics,4999,Mobile,29-08-2024,42,34,14,73,7,Dropped,No,,Negative
STU0789,40,Male,Hyderabad,High School,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,02-10-2023,52,28,4,72,10,Dropped,No,,Negative
STU0790,42,Male,Mumbai,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Mobile,27-11-2023,24,11,2,68,24,Dropped,No,,Negative
STU0791,28,Male,Bangalore,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,09-09-2023,53,17,6,97,1,Dropped,No,,Negative
STU0792,29,Male,Delhi,High School,Job Seeker,Excel for Analytics,BI Tools,1499,Tablet,30-03-2023,107,43,5,97,29,Completed,Yes,3.3,Positive
STU0793,27,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,13-10-2023,56,1,0,99,21,Completed,Yes,3.4,Negative
STU0794,33,Male,Hyderabad,Master's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,06-04-2024,63,1,18,68,25,Dropped,No,,Negative
STU0795,25,Female,Ahmedabad,Master's,Student,Digital Marketing Analytics,Marketing,3999,Tablet,07-09-2023,81,16,6,79,28,Completed,Yes,3.9,Neutral
STU0796,23,Female,Mumbai,Bachelor's,Freelancer,Machine Learning Basics,AI/ML,5999,Mobile,20-04-2024,8,9,3,84,4,Dropped,No,,Negative
STU0797,29,Female,Mumbai,Bachelor's,Freelancer,Data Science with Python,Data Analytics,4999,Desktop,06-08-2024,59,17,11,51,18,Dropped,No,,Negative
STU0798,41,Male,Kolkata,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Desktop,16-09-2024,45,21,19,98,6,Dropped,No,,Neutral
STU0799,38,Female,Ahmedabad,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,15-11-2024,27,18,17,40,2,Dropped,No,,Negative
STU0800,25,Male,Hyderabad,High School,Student,Web Development with HTML/CSS,Programming,2999,Mobile,24-01-2024,52,0,8,37,3,Dropped,No,,Neutral
STU0801,43,Male,Mumbai,Master's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Mobile,11-12-2023,18,23,18,79,14,Dropped,No,,Negative
STU0802,21,Female,Ahmedabad,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,30-01-2023,91,35,3,32,8,Dropped,No,,Negative
STU0803,43,Male,Pune,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,21-05-2024,86,24,0,43,16,Dropped,No,,Negative
STU0804,25,Male,Ahmedabad,High School,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,29-11-2023,16,35,8,49,19,Dropped,No,,Negative
STU0805,43,Female,Chennai,Master's,Working Professional,Python for Beginners,Programming,1999,Tablet,06-07-2023,66,30,14,21,18,Dropped,No,,Negative
STU0806,35,Male,Kolkata,Master's,Freelancer,Machine Learning Basics,AI/ML,5999,Tablet,14-05-2024,5,30,7,44,6,Dropped,No,,Neutral
STU0807,22,Male,Pune,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,06-08-2023,82,1,14,69,14,Dropped,No,,Negative
STU0808,26,Male,Bangalore,Master's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,30-12-2023,3,18,14,33,3,Dropped,No,,Neutral
STU0809,21,Female,Delhi,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,22-09-2023,91,11,17,25,16,Dropped,No,,Neutral
STU0810,44,Female,Kolkata,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Tablet,15-12-2023,118,9,6,95,1,Completed,Yes,3.1,Positive
STU0811,39,Male,Bangalore,Master's,Freelancer,SQL Fundamentals,Data Analytics,2499,Desktop,14-10-2023,81,30,17,49,12,Dropped,No,,Negative
STU0812,34,Male,Delhi,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,02-09-2024,80,44,15,49,14,Completed,Yes,4.3,Positive
STU0813,26,Male,Chennai,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,10-10-2023,70,21,1,57,19,Completed,Yes,4.9,Neutral
STU0814,18,Male,Ahmedabad,High School,Student,Data Science with Python,Data Analytics,4999,Mobile,23-07-2024,115,22,3,77,22,Completed,No,4.8,Positive
STU0815,38,Female,Mumbai,High School,Student,Statistics for Data Science,Data Analytics,3999,Desktop,11-01-2023,7,22,19,60,19,Dropped,No,,Neutral
STU0816,37,Male,Pune,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,13-06-2024,50,14,15,76,9,Dropped,No,,Negative
STU0817,30,Male,Hyderabad,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,15-07-2023,14,25,2,55,7,Dropped,No,,Neutral
STU0818,33,Female,Pune,Master's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,29-03-2023,38,2,1,83,14,Dropped,No,,Negative
STU0819,30,Female,Chennai,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,05-09-2023,104,22,2,35,5,Dropped,No,,Neutral
STU0820,31,Female,Bangalore,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,21-02-2024,79,19,4,97,18,Completed,Yes,4.3,Positive
STU0821,20,Male,Hyderabad,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,15-05-2024,111,44,1,91,9,Completed,Yes,3,Neutral
STU0822,23,Male,Mumbai,High School,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,22-07-2024,47,39,18,33,21,Dropped,No,,Negative
STU0823,35,Male,Chennai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,04-09-2023,112,38,19,50,7,Completed,Yes,4.1,Positive
STU0824,36,Male,Hyderabad,Bachelor's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Desktop,02-05-2024,33,7,1,85,9,Dropped,No,,Negative
STU0825,22,Female,Chennai,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Desktop,23-10-2024,43,17,1,87,4,Dropped,No,,Neutral
STU0826,32,Female,Ahmedabad,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,17-05-2024,91,40,19,84,25,Completed,Yes,3.8,Neutral
STU0827,42,Female,Chennai,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,03-04-2024,29,5,17,74,17,Dropped,No,,Negative
STU0828,19,Female,Mumbai,High School,Job Seeker,Digital Marketing Analytics,Marketing,3999,Desktop,18-01-2023,57,26,19,97,12,Completed,Yes,3,Positive
STU0829,27,Male,Kolkata,High School,Student,Digital Marketing Analytics,Marketing,3999,Desktop,06-04-2023,101,35,13,59,6,Completed,Yes,4.4,Positive
STU0830,41,Female,Delhi,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,29-10-2023,5,14,14,44,18,Dropped,No,,Neutral
STU0831,35,Male,Hyderabad,High School,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,15-08-2023,93,36,11,44,8,Completed,Yes,4.1,Positive
STU0832,44,Female,Ahmedabad,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,19-02-2024,96,4,10,22,21,Dropped,No,,Neutral
STU0833,30,Male,Mumbai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,07-09-2023,60,38,10,88,15,Completed,Yes,3.6,Positive
STU0834,22,Male,Chennai,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,10-11-2023,117,8,6,45,3,Dropped,No,,Negative
STU0835,40,Male,Ahmedabad,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,10-11-2024,70,6,11,59,2,Dropped,No,,Neutral
STU0836,41,Female,Mumbai,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,18-08-2024,2,40,15,57,24,Dropped,No,,Negative
STU0837,18,Male,Kolkata,Master's,Student,Power BI Masterclass,BI Tools,3499,Mobile,13-01-2024,70,19,4,57,23,Completed,No,4,Positive
STU0838,39,Male,Ahmedabad,Master's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,29-04-2024,110,9,1,87,9,Completed,Yes,4.4,Negative
STU0839,18,Male,Ahmedabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,20-07-2024,43,25,15,26,8,Dropped,No,,Negative
STU0840,35,Female,Delhi,Bachelor's,Freelancer,Machine Learning Basics,AI/ML,5999,Desktop,27-06-2024,4,3,14,49,27,Dropped,No,,Negative
STU0841,32,Female,Pune,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,19-12-2023,56,37,10,38,4,Dropped,No,,Negative
STU0842,34,Female,Hyderabad,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,11-03-2024,93,23,5,54,2,Dropped,No,,Neutral
STU0843,28,Male,Delhi,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,17-07-2024,59,13,12,52,14,Dropped,No,,Neutral
STU0844,38,Female,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,05-12-2023,89,40,18,52,29,Completed,Yes,3.9,Positive
STU0845,43,Male,Hyderabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,27-12-2023,9,0,9,97,2,Dropped,No,,Neutral
STU0846,42,Female,Delhi,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,09-04-2024,3,16,18,57,2,Dropped,No,,Negative
STU0847,39,Female,Chennai,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,05-10-2023,90,44,4,29,27,Completed,Yes,4.9,Positive
STU0848,44,Male,Hyderabad,Master's,Job Seeker,Python for Beginners,Programming,1999,Mobile,10-11-2023,48,23,6,76,28,Completed,No,3.4,Positive
STU0849,44,Male,Hyderabad,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Mobile,15-09-2023,43,26,10,47,22,Dropped,No,,Neutral
STU0850,34,Male,Mumbai,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,25-08-2023,91,6,13,97,7,Completed,Yes,4.8,Negative
STU0851,30,Male,Chennai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,04-05-2023,100,8,15,57,12,Dropped,No,,Negative
STU0852,18,Male,Bangalore,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,17-07-2023,96,42,17,35,6,Completed,Yes,4,Positive
STU0853,19,Female,Pune,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,20-11-2023,1,34,3,40,18,Dropped,No,,Negative
STU0854,26,Male,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,03-05-2023,57,11,0,25,4,Dropped,No,,Negative
STU0855,20,Male,Kolkata,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,02-07-2024,53,20,14,60,19,Dropped,No,,Neutral
STU0856,18,Male,Delhi,Master's,Student,Python for Beginners,Programming,1999,Desktop,09-07-2023,118,2,13,34,27,Completed,Yes,3.5,Positive
STU0857,38,Male,Mumbai,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,16-07-2023,16,14,18,22,13,Dropped,No,,Neutral
STU0858,33,Female,Delhi,PhD,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,10-08-2023,51,20,4,62,20,Dropped,No,,Negative
STU0859,40,Male,Bangalore,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,10-05-2024,112,9,3,66,21,Completed,Yes,4.2,Neutral
STU0860,23,Female,Ahmedabad,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Tablet,11-10-2023,75,32,12,33,23,Completed,Yes,3.5,Positive
STU0861,34,Female,Bangalore,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,26-08-2024,90,45,17,85,25,Completed,Yes,3.7,Positive
STU0862,22,Female,Hyderabad,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,21-06-2024,104,5,11,48,27,Completed,Yes,4.6,Negative
STU0863,22,Female,Kolkata,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,03-09-2024,55,1,14,23,2,Dropped,No,,Negative
STU0864,23,Male,Bangalore,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,17-10-2023,1,28,8,45,8,Dropped,No,,Negative
STU0865,20,Female,Delhi,Master's,Freelancer,Python for Beginners,Programming,1999,Mobile,13-04-2023,90,39,3,31,19,Completed,Yes,3.2,Positive
STU0866,38,Male,Chennai,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,18-07-2023,28,32,4,21,9,Dropped,No,,Neutral
STU0867,40,Male,Chennai,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,31-10-2023,53,3,8,36,26,Dropped,No,,Negative
STU0868,22,Female,Hyderabad,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,21-08-2023,58,3,12,54,28,Dropped,No,,Negative
STU0869,38,Female,Pune,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,05-01-2024,73,28,9,29,4,Dropped,No,,Neutral
STU0870,22,Female,Delhi,High School,Student,Machine Learning Basics,AI/ML,5999,Desktop,03-07-2023,60,36,15,62,16,Completed,Yes,4.9,Positive
STU0871,27,Male,Delhi,Master's,Job Seeker,Business Intelligence,BI Tools,4499,Desktop,06-11-2023,59,19,12,40,19,Dropped,No,,Negative
STU0872,27,Male,Bangalore,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,15-01-2023,108,40,3,34,10,Completed,Yes,3.9,Neutral
STU0873,36,Female,Kolkata,High School,Student,Digital Marketing Analytics,Marketing,3999,Mobile,30-06-2024,22,22,12,54,6,Dropped,No,,Negative
STU0874,34,Male,Delhi,High School,Student,Business Intelligence,BI Tools,4499,Desktop,10-05-2023,8,44,7,79,16,Dropped,No,,Negative
STU0875,38,Female,Mumbai,PhD,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,08-10-2023,49,17,12,63,10,Dropped,No,,Negative
STU0876,31,Female,Pune,High School,Job Seeker,Machine Learning Basics,AI/ML,5999,Desktop,16-02-2023,42,48,14,24,13,Dropped,No,,Negative
STU0877,26,Male,Bangalore,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,25-02-2023,27,24,19,92,9,Dropped,No,,Negative
STU0878,31,Male,Mumbai,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,20-07-2024,39,0,19,37,7,Dropped,No,,Neutral
STU0879,18,Male,Hyderabad,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Tablet,27-10-2023,83,14,12,40,4,Dropped,No,,Negative
STU0880,36,Male,Chennai,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Tablet,10-05-2023,25,33,4,91,19,Completed,Yes,3.5,Positive
STU0881,30,Female,Hyderabad,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,15-10-2024,38,47,5,93,26,Completed,Yes,4.4,Positive
STU0882,30,Male,Chennai,Master's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,17-05-2024,85,19,4,70,4,Dropped,No,,Neutral
STU0883,21,Female,Hyderabad,Bachelor's,Student,Python for Beginners,Programming,1999,Mobile,16-04-2023,24,36,12,60,19,Dropped,No,,Negative
STU0884,18,Male,Delhi,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,13-01-2023,24,26,4,43,28,Dropped,No,,Neutral
STU0885,34,Other,Mumbai,PhD,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,10-08-2024,60,21,12,43,19,Dropped,No,,Neutral
STU0886,25,Male,Chennai,Master's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,19-10-2023,83,4,19,57,12,Dropped,No,,Negative
STU0887,19,Male,Bangalore,Bachelor's,Freelancer,Python for Beginners,Programming,1999,Tablet,25-04-2024,50,33,7,63,13,Dropped,No,,Negative
STU0888,25,Male,Mumbai,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,05-05-2024,111,38,8,76,25,Completed,Yes,3.6,Positive
STU0889,24,Female,Bangalore,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,27-03-2024,66,2,18,78,4,Dropped,No,,Negative
STU0890,43,Female,Mumbai,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,15-12-2023,14,16,19,53,25,Dropped,No,,Negative
STU0891,43,Female,Mumbai,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,08-07-2023,53,23,14,94,28,Completed,No,4.7,Positive
STU0892,19,Male,Hyderabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,22-02-2023,32,23,9,42,10,Dropped,No,,Negative
STU0893,39,Male,Chennai,High School,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,16-09-2023,106,2,10,62,21,Completed,Yes,3.2,Positive
STU0894,39,Male,Chennai,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,04-05-2024,96,44,4,59,7,Completed,Yes,5,Positive
STU0895,20,Male,Kolkata,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,27-04-2023,92,6,8,66,5,Dropped,No,,Negative
STU0896,44,Male,Mumbai,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,08-03-2023,48,24,10,60,17,Dropped,No,,Neutral
STU0897,35,Other,Delhi,High School,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,15-02-2024,39,2,18,66,18,Dropped,No,,Negative
STU0898,29,Other,Delhi,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,18-05-2024,40,14,1,39,11,Dropped,No,,Negative
STU0899,18,Female,Bangalore,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,17-03-2023,42,28,5,96,15,Completed,Yes,4.3,Positive
STU0900,39,Female,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,13-08-2024,111,49,0,84,21,Completed,Yes,3.1,Positive
STU0901,29,Male,Hyderabad,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Desktop,06-10-2024,104,28,2,87,22,Completed,Yes,3.8,Negative
STU0902,22,Male,Mumbai,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,24-02-2023,77,9,2,43,7,Dropped,No,,Neutral
STU0903,44,Female,Bangalore,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,05-06-2023,76,31,13,55,18,Completed,Yes,3.8,Positive
STU0904,42,Female,Bangalore,Master's,Working Professional,Python for Beginners,Programming,1999,Mobile,02-06-2023,8,22,19,64,26,Dropped,No,,Negative
STU0905,34,Male,Pune,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,30-07-2024,79,38,4,21,25,Completed,Yes,4,Neutral
STU0906,33,Male,Mumbai,Master's,Freelancer,Business Intelligence,BI Tools,4499,Mobile,08-11-2023,26,8,16,47,6,Dropped,No,,Negative
STU0907,32,Male,Ahmedabad,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,29-03-2023,12,36,14,45,18,Dropped,No,,Negative
STU0908,40,Male,Hyderabad,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,12-09-2023,43,39,5,42,16,Dropped,No,,Negative
STU0909,32,Female,Bangalore,High School,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,02-05-2023,51,13,13,98,2,Dropped,No,,Negative
STU0910,22,Female,Hyderabad,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Mobile,25-07-2024,110,3,13,55,19,Completed,Yes,4.3,Positive
STU0911,38,Male,Chennai,High School,Student,SQL Fundamentals,Data Analytics,2499,Mobile,02-03-2024,91,19,16,25,1,Dropped,No,,Neutral
STU0912,31,Other,Hyderabad,PhD,Working Professional,SQL Fundamentals,Data Analytics,2499,Tablet,12-09-2024,82,27,7,54,25,Completed,Yes,4.4,Positive
STU0913,19,Female,Ahmedabad,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,02-09-2024,109,13,7,57,26,Completed,Yes,3.2,Neutral
STU0914,28,Male,Delhi,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,25-09-2024,100,43,18,54,11,Completed,Yes,4.7,Neutral
STU0915,36,Male,Ahmedabad,Master's,Student,Business Intelligence,BI Tools,4499,Mobile,20-08-2023,63,33,8,93,20,Completed,Yes,4.3,Negative
STU0916,24,Male,Delhi,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Tablet,19-06-2024,49,12,10,72,5,Dropped,No,,Negative
STU0917,23,Male,Hyderabad,Master's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,25-01-2024,115,30,12,57,16,Completed,Yes,3.7,Positive
STU0918,19,Female,Delhi,High School,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,06-04-2024,27,32,12,78,23,Completed,Yes,5,Positive
STU0919,23,Male,Chennai,High School,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,29-03-2024,9,38,18,62,1,Dropped,No,,Negative
STU0920,35,Female,Mumbai,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Tablet,01-11-2023,119,27,18,23,19,Completed,Yes,4.9,Neutral
STU0921,19,Male,Delhi,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Desktop,25-08-2024,39,24,4,24,14,Dropped,No,,Negative
STU0922,35,Male,Delhi,High School,Freelancer,Machine Learning Basics,AI/ML,5999,Desktop,15-03-2024,65,31,15,87,3,Completed,Yes,4.8,Positive
STU0923,32,Male,Hyderabad,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,09-11-2023,71,8,8,64,2,Dropped,No,,Negative
STU0924,44,Male,Chennai,Master's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,05-08-2024,90,27,19,99,24,Completed,Yes,4.8,Positive
STU0925,36,Male,Kolkata,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,27-09-2024,71,30,2,44,5,Dropped,No,,Negative
STU0926,19,Female,Kolkata,Master's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,03-03-2023,116,16,18,97,17,Completed,Yes,3.5,Positive
STU0927,37,Female,Kolkata,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,16-09-2024,7,22,4,30,28,Dropped,No,,Negative
STU0928,42,Female,Kolkata,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,12-04-2023,72,12,7,48,18,Dropped,No,,Neutral
STU0929,23,Male,Mumbai,Master's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,01-08-2023,80,9,13,53,1,Dropped,No,,Negative
STU0930,18,Male,Ahmedabad,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,02-10-2024,67,15,2,33,15,Dropped,No,,Neutral
STU0931,41,Male,Hyderabad,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Mobile,05-08-2023,109,5,12,43,22,Completed,Yes,4.8,Positive
STU0932,32,Female,Hyderabad,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,28-09-2023,10,47,10,78,9,Dropped,No,,Negative
STU0933,40,Male,Pune,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Tablet,07-11-2024,114,10,7,58,27,Completed,No,4.4,Neutral
