Student_ID,Age,Gender,City,Education_Level,Employment_Status,Course_Name,Course_Category,Course_Fee_INR,Device_Used,Enrollment_Date,Time_Spent_Hours,Videos_Watched,Assignments_Submitted,Quiz_Score,Login_Frequency_Per_Month,Completion_Status,Certificate_Earned,Course_Rating,Feedback_Sentiment,Completion_Flag,Age_Group
STU0707,30,Male,Mumbai,PhD,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2023-03-25,64,13,16,63,26,Completed,Yes,4.2,Neutral,1,25-30
STU0708,25,Male,Hyderabad,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,2024-04-26,14,13,2,79,15,Dropped,No,0.0,Negative,0,25-30
STU0709,27,Male,Chennai,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2023-01-20,50,45,0,28,14,Dropped,No,0.0,Negative,0,25-30
STU0710,26,Male,Chennai,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Mobile,2024-07-06,26,37,17,21,25,Dropped,No,0.0,Negative,0,25-30
STU0711,35,Male,Bangalore,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,2023-02-23,72,34,17,75,10,Completed,Yes,4.4,Positive,1,31-37
STU0712,44,Other,Delhi,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Mobile,2023-12-25,69,0,3,49,22,Dropped,No,0.0,Neutral,0,38-44
STU0713,43,Male,Ahmedabad,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Mobile,2023-08-18,7,47,14,41,8,Dropped,No,0.0,Neutral,0,38-44
STU0714,19,Male,Pune,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,2024-10-27,16,28,18,94,25,Completed,No,3.6,Positive,1,18-24
STU0715,22,Female,Bangalore,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,2023-03-12,55,3,18,32,15,Dropped,No,0.0,Neutral,0,18-24
STU0716,22,Male,Mumbai,High School,Student,Business Intelligence,BI Tools,4499,Mobile,2024-10-29,78,32,9,90,13,Completed,Yes,3.4,Positive,1,18-24
STU0717,23,Female,Pune,Master's,Student,Excel for Analytics,BI Tools,1499,Mobile,2023-02-11,101,16,4,35,8,Dropped,No,0.0,Negative,0,18-24
STU0718,36,Female,Delhi,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,2023-02-01,56,27,18,64,21,Completed,Yes,3.5,Neutral,1,31-37
STU0719,25,Female,Mumbai,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2023-09-11,105,49,10,84,21,Completed,Yes,4.1,Positive,1,25-30
STU0720,33,Male,Kolkata,Bachelor's,Freelancer,Machine Learning Basics,AI/ML,5999,Mobile,2023-07-24,4,25,6,30,22,Dropped,No,0.0,Negative,0,31-37
STU0721,30,Male,Ahmedabad,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2023-01-21,100,7,4,89,14,Completed,Yes,3.5,Positive,1,25-30
STU0722,18,Male,Hyderabad,High School,Freelancer,SQL Fundamentals,Data Analytics,2499,Desktop,2024-09-28,48,33,19,39,1,Dropped,No,0.0,Negative,0,18-24
STU0723,39,Female,Mumbai,Bachelor's,Student,Python for Beginners,Programming,1999,Mobile,2023-06-06,17,17,11,82,13,Dropped,No,0.0,Neutral,0,38-44
STU0724,37,Male,Hyderabad,PhD,Freelancer,Data Science with Python,Data Analytics,4999,Mobile,2023-09-02,111,30,18,31,27,Completed,Yes,4.1,Neutral,1,31-37
STU0725,34,Male,Pune,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Mobile,2023-05-10,36,26,14,81,8,Dropped,No,0.0,Negative,0,31-37
STU0726,24,Other,Hyderabad,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2024-04-29,70,15,11,61,18,Dropped,No,0.0,Negative,0,18-24
STU0727,42,Male,Pune,Master's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2024-11-16,80,9,3,88,22,Completed,Yes,4.9,Positive,1,38-44
STU0728,30,Male,Pune,High School,Student,Data Science with Python,Data Analytics,4999,Mobile,2023-04-28,93,39,11,77,9,Completed,Yes,3.7,Positive,1,25-30
STU0729,21,Male,Pune,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Tablet,2024-07-31,100,11,17,24,13,Dropped,No,0.0,Negative,0,18-24
STU0730,21,Other,Pune,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,2023-08-12,38,21,16,46,3,Dropped,No,0.0,Negative,0,18-24
STU0731,23,Male,Pune,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,2024-04-21,101,15,18,47,18,Completed,Yes,4.5,Negative,1,18-24
STU0732,36,Female,Mumbai,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Desktop,2023-09-20,112,11,15,45,10,Dropped,No,0.0,Negative,0,31-37
STU0733,29,Female,Pune,High School,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2024-01-13,62,10,10,68,5,Dropped,No,0.0,Negative,0,25-30
STU0734,39,Male,Mumbai,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,2023-06-21,48,19,1,40,27,Dropped,No,0.0,Neutral,0,38-44
STU0735,24,Female,Pune,High School,Student,SQL Fundamentals,Data Analytics,2499,Desktop,2024-09-12,10,0,15,20,25,Dropped,No,0.0,Neutral,0,18-24
STU0736,44,Male,Hyderabad,Master's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2024-09-13,105,26,0,77,6,Completed,Yes,4.0,Positive,1,38-44
STU0737,27,Male,Kolkata,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Desktop,2023-04-28,36,2,16,98,8,Dropped,No,0.0,Neutral,0,25-30
STU0738,43,Female,Pune,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,2023-06-17,29,11,17,74,24,Dropped,No,0.0,Negative,0,38-44
STU0739,36,Female,Delhi,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2023-11-15,78,29,12,45,7,Dropped,No,0.0,Negative,0,31-37
STU0740,24,Female,Pune,Master's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2023-04-21,4,8,4,44,21,Dropped,No,0.0,Negative,0,18-24
STU0741,20,Male,Pune,High School,Student,Power BI Masterclass,BI Tools,3499,Desktop,2024-08-15,44,36,5,96,18,Completed,Yes,4.4,Positive,1,18-24
STU0742,30,Male,Hyderabad,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2023-01-27,56,0,0,52,14,Dropped,No,0.0,Negative,0,25-30
STU0743,30,Male,Ahmedabad,Bachelor's,Freelancer,Python for Beginners,Programming,1999,Desktop,2023-11-16,42,41,9,91,15,Completed,No,4.5,Neutral,1,25-30
STU0744,35,Male,Chennai,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2024-08-12,100,48,4,88,10,Completed,Yes,3.9,Positive,1,31-37
STU0745,43,Male,Hyderabad,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2024-11-24,114,3,0,25,26,Dropped,No,0.0,Negative,0,38-44
STU0746,37,Male,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Desktop,2024-01-20,109,14,10,42,21,Completed,No,4.5,Positive,1,31-37
STU0747,25,Male,Chennai,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2024-02-11,13,26,6,49,12,Dropped,No,0.0,Negative,0,25-30
STU0748,26,Male,Bangalore,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,2023-07-23,46,7,17,97,7,Dropped,No,0.0,Negative,0,25-30
STU0749,24,Male,Bangalore,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,2023-03-19,82,22,19,73,28,Completed,Yes,3.7,Neutral,1,18-24
STU0750,18,Male,Ahmedabad,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2024-08-29,33,14,9,30,28,Dropped,No,0.0,Neutral,0,18-24
STU0751,20,Female,Delhi,Master's,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,2024-10-04,21,26,14,50,7,Dropped,No,0.0,Negative,0,18-24
STU0752,30,Male,Hyderabad,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Mobile,2023-09-06,80,30,3,25,11,Dropped,No,0.0,Negative,0,25-30
STU0753,42,Female,Mumbai,Master's,Student,Statistics for Data Science,Data Analytics,3999,Tablet,2023-04-15,79,38,15,30,13,Dropped,No,0.0,Negative,0,38-44
STU0754,34,Female,Delhi,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2023-11-05,118,46,14,96,15,Completed,Yes,3.3,Neutral,1,31-37
STU0755,42,Male,Kolkata,Master's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2024-12-01,57,7,14,31,18,Dropped,No,0.0,Negative,0,38-44
STU0756,41,Female,Chennai,Master's,Student,Web Development with HTML/CSS,Programming,2999,Tablet,2024-09-06,69,29,11,85,7,Completed,Yes,4.1,Positive,1,38-44
STU0757,18,Female,Chennai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2023-05-04,70,41,7,72,6,Completed,Yes,3.4,Neutral,1,18-24
STU0758,23,Female,Pune,Bachelor's,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,2024-08-02,102,17,7,55,23,Completed,No,4.8,Positive,1,18-24
STU0759,38,Male,Bangalore,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-02-12,67,3,17,36,11,Dropped,No,0.0,Negative,0,38-44
STU0760,23,Male,Ahmedabad,Bachelor's,Freelancer,Web Development with HTML/CSS,Programming,2999,Desktop,2023-12-22,48,46,5,47,8,Dropped,No,0.0,Negative,0,18-24
STU0761,43,Male,Chennai,Master's,Student,Power BI Masterclass,BI Tools,3499,Desktop,2024-06-29,76,42,4,41,20,Completed,Yes,5.0,Positive,1,38-44
STU0762,29,Female,Delhi,Master's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,2024-03-14,100,21,1,26,1,Dropped,No,0.0,Negative,0,25-30
STU0763,30,Female,Chennai,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,2024-11-08,33,2,11,34,8,Dropped,No,0.0,Neutral,0,25-30
STU0764,30,Female,Ahmedabad,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,2024-01-15,36,14,3,30,8,Dropped,No,0.0,Negative,0,25-30
STU0765,32,Female,Ahmedabad,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,2023-03-12,33,34,12,43,19,Dropped,No,0.0,Negative,0,31-37
STU0766,38,Female,Ahmedabad,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2024-06-02,31,46,16,86,3,Dropped,No,0.0,Neutral,0,38-44
STU0767,33,Male,Delhi,Bachelor's,Freelancer,Power BI Masterclass,BI Tools,3499,Desktop,2024-10-25,21,37,15,49,5,Dropped,No,0.0,Negative,0,31-37
STU0768,39,Male,Mumbai,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2023-12-16,27,32,8,89,3,Dropped,No,0.0,Negative,0,38-44
STU0769,38,Female,Pune,PhD,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2023-01-13,91,13,0,85,15,Completed,Yes,4.9,Positive,1,38-44
STU0770,28,Male,Bangalore,Bachelor's,Freelancer,Digital Marketing Analytics,Marketing,3999,Mobile,2024-03-06,72,47,14,80,14,Completed,Yes,4.0,Positive,1,25-30
STU0771,22,Male,Chennai,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,2024-05-16,101,0,11,97,21,Completed,Yes,4.7,Positive,1,18-24
STU0772,21,Male,Delhi,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-04-19,62,48,4,60,15,Completed,Yes,3.1,Positive,1,18-24
STU0773,20,Male,Hyderabad,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,2024-03-19,96,25,17,70,24,Completed,Yes,4.6,Positive,1,18-24
STU0774,36,Female,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2024-01-06,26,7,19,63,17,Dropped,No,0.0,Negative,0,31-37
STU0775,37,Female,Mumbai,High School,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2024-10-12,66,49,1,32,18,Completed,Yes,3.1,Neutral,1,31-37
STU0776,42,Female,Delhi,Master's,Student,Business Intelligence,BI Tools,4499,Mobile,2024-04-15,12,15,3,31,2,Dropped,No,0.0,Negative,0,38-44
STU0777,35,Female,Kolkata,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2023-06-06,22,37,14,28,12,Dropped,No,0.0,Negative,0,31-37
STU0778,32,Male,Kolkata,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,2024-03-21,17,9,5,67,16,Dropped,No,0.0,Negative,0,31-37
STU0779,26,Male,Pune,Master's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2023-06-30,7,41,11,68,4,Dropped,No,0.0,Negative,0,25-30
STU0780,34,Female,Pune,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,2024-06-18,107,36,17,72,25,Completed,Yes,3.0,Neutral,1,31-37
STU0781,31,Male,Mumbai,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2024-10-28,68,25,19,75,2,Dropped,No,0.0,Negative,0,31-37
STU0782,32,Female,Mumbai,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,2023-10-04,37,27,3,59,28,Completed,Yes,3.3,Neutral,1,31-37
STU0783,18,Female,Pune,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2024-09-22,38,11,0,43,14,Dropped,No,0.0,Negative,0,18-24
STU0784,38,Male,Chennai,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2024-07-05,96,19,14,91,11,Completed,Yes,4.3,Positive,1,38-44
STU0785,39,Female,Chennai,Master's,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,2024-05-10,11,48,17,52,13,Dropped,No,0.0,Negative,0,38-44
STU0786,39,Female,Delhi,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2024-04-21,1,13,13,42,28,Dropped,No,0.0,Negative,0,38-44
STU0787,20,Female,Hyderabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,2024-03-22,25,45,2,96,25,Completed,Yes,3.1,Positive,1,18-24
STU0788,33,Male,Delhi,Master's,Student,Data Science with Python,Data Analytics,4999,Mobile,2024-08-29,42,34,14,73,7,Dropped,No,0.0,Negative,0,31-37
STU0789,40,Male,Hyderabad,High School,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2023-10-02,52,28,4,72,10,Dropped,No,0.0,Negative,0,38-44
STU0790,42,Male,Mumbai,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Mobile,2023-11-27,24,11,2,68,24,Dropped,No,0.0,Negative,0,38-44
STU0791,28,Male,Bangalore,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,2023-09-09,53,17,6,97,1,Dropped,No,0.0,Negative,0,25-30
STU0792,29,Male,Delhi,High School,Job Seeker,Excel for Analytics,BI Tools,1499,Tablet,2023-03-30,107,43,5,97,29,Completed,Yes,3.3,Positive,1,25-30
STU0793,27,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2023-10-13,56,1,0,99,21,Completed,Yes,3.4,Negative,1,25-30
STU0794,33,Male,Hyderabad,Master's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,2024-04-06,63,1,18,68,25,Dropped,No,0.0,Negative,0,31-37
STU0795,25,Female,Ahmedabad,Master's,Student,Digital Marketing Analytics,Marketing,3999,Tablet,2023-09-07,81,16,6,79,28,Completed,Yes,3.9,Neutral,1,25-30
STU0796,23,Female,Mumbai,Bachelor's,Freelancer,Machine Learning Basics,AI/ML,5999,Mobile,2024-04-20,8,9,3,84,4,Dropped,No,0.0,Negative,0,18-24
STU0797,29,Female,Mumbai,Bachelor's,Freelancer,Data Science with Python,Data Analytics,4999,Desktop,2024-08-06,59,17,11,51,18,Dropped,No,0.0,Negative,0,25-30
STU0798,41,Male,Kolkata,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Desktop,2024-09-16,45,21,19,98,6,Dropped,No,0.0,Neutral,0,38-44
STU0799,38,Female,Ahmedabad,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2024-11-15,27,18,17,40,2,Dropped,No,0.0,Negative,0,38-44
STU0800,25,Male,Hyderabad,High School,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2024-01-24,52,0,8,37,3,Dropped,No,0.0,Neutral,0,25-30
STU0801,43,Male,Mumbai,Master's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Mobile,2023-12-11,18,23,18,79,14,Dropped,No,0.0,Negative,0,38-44
STU0802,21,Female,Ahmedabad,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,2023-01-30,91,35,3,32,8,Dropped,No,0.0,Negative,0,18-24
STU0803,43,Male,Pune,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,2024-05-21,86,24,0,43,16,Dropped,No,0.0,Negative,0,38-44
STU0804,25,Male,Ahmedabad,High School,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,2023-11-29,16,35,8,49,19,Dropped,No,0.0,Negative,0,25-30
STU0805,43,Female,Chennai,Master's,Working Professional,Python for Beginners,Programming,1999,Tablet,2023-07-06,66,30,14,21,18,Dropped,No,0.0,Negative,0,38-44
STU0806,35,Male,Kolkata,Master's,Freelancer,Machine Learning Basics,AI/ML,5999,Tablet,2024-05-14,5,30,7,44,6,Dropped,No,0.0,Neutral,0,31-37
STU0807,22,Male,Pune,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,2023-08-06,82,1,14,69,14,Dropped,No,0.0,Negative,0,18-24
STU0808,26,Male,Bangalore,Master's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2023-12-30,3,18,14,33,3,Dropped,No,0.0,Neutral,0,25-30
STU0809,21,Female,Delhi,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2023-09-22,91,11,17,25,16,Dropped,No,0.0,Neutral,0,18-24
STU0810,44,Female,Kolkata,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Tablet,2023-12-15,118,9,6,95,1,Completed,Yes,3.1,Positive,1,38-44
STU0811,39,Male,Bangalore,Master's,Freelancer,SQL Fundamentals,Data Analytics,2499,Desktop,2023-10-14,81,30,17,49,12,Dropped,No,0.0,Negative,0,38-44
STU0812,34,Male,Delhi,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2024-09-02,80,44,15,49,14,Completed,Yes,4.3,Positive,1,31-37
STU0813,26,Male,Chennai,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2023-10-10,70,21,1,57,19,Completed,Yes,4.9,Neutral,1,25-30
STU0814,18,Male,Ahmedabad,High School,Student,Data Science with Python,Data Analytics,4999,Mobile,2024-07-23,115,22,3,77,22,Completed,No,4.8,Positive,1,18-24
STU0815,38,Female,Mumbai,High School,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2023-01-11,7,22,19,60,19,Dropped,No,0.0,Neutral,0,38-44
STU0816,37,Male,Pune,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2024-06-13,50,14,15,76,9,Dropped,No,0.0,Negative,0,31-37
STU0817,30,Male,Hyderabad,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2023-07-15,14,25,2,55,7,Dropped,No,0.0,Neutral,0,25-30
STU0818,33,Female,Pune,Master's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,2023-03-29,38,2,1,83,14,Dropped,No,0.0,Negative,0,31-37
STU0819,30,Female,Chennai,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2023-09-05,104,22,2,35,5,Dropped,No,0.0,Neutral,0,25-30
STU0820,31,Female,Bangalore,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2024-02-21,79,19,4,97,18,Completed,Yes,4.3,Positive,1,31-37
STU0821,20,Male,Hyderabad,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,2024-05-15,111,44,1,91,9,Completed,Yes,3.0,Neutral,1,18-24
STU0822,23,Male,Mumbai,High School,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2024-07-22,47,39,18,33,21,Dropped,No,0.0,Negative,0,18-24
STU0823,35,Male,Chennai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-09-04,112,38,19,50,7,Completed,Yes,4.1,Positive,1,31-37
STU0824,36,Male,Hyderabad,Bachelor's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Desktop,2024-05-02,33,7,1,85,9,Dropped,No,0.0,Negative,0,31-37
STU0825,22,Female,Chennai,Bachelor's,Job Seeker,Power BI Masterclass,BI Tools,3499,Desktop,2024-10-23,43,17,1,87,4,Dropped,No,0.0,Neutral,0,18-24
STU0826,32,Female,Ahmedabad,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,2024-05-17,91,40,19,84,25,Completed,Yes,3.8,Neutral,1,31-37
STU0827,42,Female,Chennai,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,2024-04-03,29,5,17,74,17,Dropped,No,0.0,Negative,0,38-44
STU0828,19,Female,Mumbai,High School,Job Seeker,Digital Marketing Analytics,Marketing,3999,Desktop,2023-01-18,57,26,19,97,12,Completed,Yes,3.0,Positive,1,18-24
STU0829,27,Male,Kolkata,High School,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2023-04-06,101,35,13,59,6,Completed,Yes,4.4,Positive,1,25-30
STU0830,41,Female,Delhi,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,2023-10-29,5,14,14,44,18,Dropped,No,0.0,Neutral,0,38-44
STU0831,35,Male,Hyderabad,High School,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2023-08-15,93,36,11,44,8,Completed,Yes,4.1,Positive,1,31-37
STU0832,44,Female,Ahmedabad,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,2024-02-19,96,4,10,22,21,Dropped,No,0.0,Neutral,0,38-44
STU0833,30,Male,Mumbai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2023-09-07,60,38,10,88,15,Completed,Yes,3.6,Positive,1,25-30
STU0834,22,Male,Chennai,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2023-11-10,117,8,6,45,3,Dropped,No,0.0,Negative,0,18-24
STU0835,40,Male,Ahmedabad,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2024-11-10,70,6,11,59,2,Dropped,No,0.0,Neutral,0,38-44
STU0836,41,Female,Mumbai,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2024-08-18,2,40,15,57,24,Dropped,No,0.0,Negative,0,38-44
STU0837,18,Male,Kolkata,Master's,Student,Power BI Masterclass,BI Tools,3499,Mobile,2024-01-13,70,19,4,57,23,Completed,No,4.0,Positive,1,18-24
STU0838,39,Male,Ahmedabad,Master's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2024-04-29,110,9,1,87,9,Completed,Yes,4.4,Negative,1,38-44
STU0839,18,Male,Ahmedabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2024-07-20,43,25,15,26,8,Dropped,No,0.0,Negative,0,18-24
STU0840,35,Female,Delhi,Bachelor's,Freelancer,Machine Learning Basics,AI/ML,5999,Desktop,2024-06-27,4,3,14,49,27,Dropped,No,0.0,Negative,0,31-37
STU0841,32,Female,Pune,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,2023-12-19,56,37,10,38,4,Dropped,No,0.0,Negative,0,31-37
STU0842,34,Female,Hyderabad,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2024-03-11,93,23,5,54,2,Dropped,No,0.0,Neutral,0,31-37
STU0843,28,Male,Delhi,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,2024-07-17,59,13,12,52,14,Dropped,No,0.0,Neutral,0,25-30
STU0844,38,Female,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2023-12-05,89,40,18,52,29,Completed,Yes,3.9,Positive,1,38-44
STU0845,43,Male,Hyderabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,2023-12-27,9,0,9,97,2,Dropped,No,0.0,Neutral,0,38-44
STU0846,42,Female,Delhi,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2024-04-09,3,16,18,57,2,Dropped,No,0.0,Negative,0,38-44
STU0847,39,Female,Chennai,Bachelor's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2023-10-05,90,44,4,29,27,Completed,Yes,4.9,Positive,1,38-44
STU0848,44,Male,Hyderabad,Master's,Job Seeker,Python for Beginners,Programming,1999,Mobile,2023-11-10,48,23,6,76,28,Completed,No,3.4,Positive,1,38-44
STU0849,44,Male,Hyderabad,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Mobile,2023-09-15,43,26,10,47,22,Dropped,No,0.0,Neutral,0,38-44
STU0850,34,Male,Mumbai,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2023-08-25,91,6,13,97,7,Completed,Yes,4.8,Negative,1,31-37
STU0851,30,Male,Chennai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Mobile,2023-05-04,100,8,15,57,12,Dropped,No,0.0,Negative,0,25-30
STU0852,18,Male,Bangalore,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2023-07-17,96,42,17,35,6,Completed,Yes,4.0,Positive,1,18-24
STU0853,19,Female,Pune,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2023-11-20,1,34,3,40,18,Dropped,No,0.0,Negative,0,18-24
STU0854,26,Male,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2023-05-03,57,11,0,25,4,Dropped,No,0.0,Negative,0,25-30
STU0855,20,Male,Kolkata,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,2024-07-02,53,20,14,60,19,Dropped,No,0.0,Neutral,0,18-24
STU0856,18,Male,Delhi,Master's,Student,Python for Beginners,Programming,1999,Desktop,2023-07-09,118,2,13,34,27,Completed,Yes,3.5,Positive,1,18-24
STU0857,38,Male,Mumbai,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Desktop,2023-07-16,16,14,18,22,13,Dropped,No,0.0,Neutral,0,38-44
STU0858,33,Female,Delhi,PhD,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2023-08-10,51,20,4,62,20,Dropped,No,0.0,Negative,0,31-37
STU0859,40,Male,Bangalore,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2024-05-10,112,9,3,66,21,Completed,Yes,4.2,Neutral,1,38-44
STU0860,23,Female,Ahmedabad,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Tablet,2023-10-11,75,32,12,33,23,Completed,Yes,3.5,Positive,1,18-24
STU0861,34,Female,Bangalore,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,2024-08-26,90,45,17,85,25,Completed,Yes,3.7,Positive,1,31-37
